Red,Green,Blue,Name
64,176,80,mediumseagreen
64,176,96,mediumseagreen
64,176,112,mediumseagreen
64,176,128,mediumseagreen
64,176,144,mediumseagreen
64,176,160,lightseagreen
64,176,176,lightseagreen
64,176,192,mediumturquoise
64,176,208,mediumturquoise
64,176,224,mediumturquoise
64,176,240,cornflowerblue
64,192,0,limegreen
64,192,16,limegreen
64,192,32,limegreen
64,192,48,limegreen
64,192,64,limegreen
64,192,80,limegreen
64,192,96,mediumseagreen
64,192,112,mediumseagreen
64,192,128,mediumseagreen
64,192,144,mediumseagreen
64,192,160,lightseagreen
64,192,176,mediumturquoise
64,192,192,mediumturquoise
64,192,208,mediumturquoise
64,192,224,mediumturquoise
64,192,240,mediumturquoise
64,208,0,limegreen
64,208,16,limegreen
64,208,32,limegreen
64,208,48,limegreen
64,208,64,limegreen
64,208,80,limegreen
64,208,96,mediumseagreen
64,208,112,mediumseagreen
64,208,128,mediumseagreen
64,208,144,mediumseagreen
64,208,160,mediumaquamarine
64,208,176,mediumturquoise
64,208,192,mediumturquoise
64,208,208,mediumturquoise
64,208,224,mediumturquoise
64,208,240,turquoise
64,224,0,limegreen
64,224,16,limegreen
64,224,32,limegreen
64,224,48,limegreen
64,224,64,limegreen
64,224,80,limegreen
64,224,96,mediumseagreen
64,224,112,mediumseagreen
64,224,128,mediumseagreen
64,224,144,mediumaquamarine
64,224,160,mediumaquamarine
64,224,176,turquoise
64,224,192,turquoise
64,224,208,turquoise
64,224,224,turquoise
64,224,240,turquoise
64,240,0,lawngreen
64,240,16,limegreen
64,240,32,limegreen
64,240,48,limegreen
64,240,64,limegreen
64,240,80,limegreen
64,240,96,limegreen
64,240,112,mediumseagreen
64,240,128,mediumseagreen
64,240,144,mediumaquamarine
64,240,160,turquoise
64,240,176,turquoise
64,240,192,turquoise
64,240,208,turquoise
64,240,224,turquoise
64,240,240,turquoise
80,0,0,maroon
80,0,16,maroon
80,0,32,maroon
80,0,48,maroon
80,0,64,indigo
80,0,80,indigo
80,0,96,indigo
80,0,112,indigo
80,0,128,indigo
80,0,144,indigo
80,0,160,indigo
80,0,176,indigo
80,0,192,indigo
80,0,208,darkviolet
80,0,224,darkviolet
80,0,240,blueviolet
80,16,0,maroon
80,16,16,maroon
80,16,32,maroon
80,16,48,maroon
80,16,64,indigo
80,16,80,indigo
80,16,96,indigo
80,16,112,indigo
80,16,128,indigo
80,16,144,indigo
80,16,160,indigo
80,16,176,rebeccapurple
80,16,192,rebeccapurple
80,16,208,blueviolet
80,16,224,blueviolet
80,16,240,blueviolet
80,32,0,maroon
80,32,16,maroon
80,32,32,maroon
80,32,48,darkslategray
80,32,64,darkslategray
80,32,80,darkslategray
80,32,96,indigo
80,32,112,indigo
80,32,128,darkslateblue
80,32,144,rebeccapurple
80,32,160,rebeccapurple
80,32,176,rebeccapurple
80,32,192,rebeccapurple
80,32,208,blueviolet
80,32,224,blueviolet
80,32,240,blueviolet
80,48,0,saddlebrown
80,48,16,saddlebrown
80,48,32,darkolivegreen
80,48,48,darkslategray
80,48,64,darkslategray
80,48,80,darkslategray
80,48,96,darkslateblue
80,48,112,darkslateblue
80,48,128,darkslateblue
80,48,144,darkslateblue
80,48,160,rebeccapurple
80,48,176,rebeccapurple
80,48,192,rebeccapurple
80,48,208,slateblue
80,48,224,slateblue
80,48,240,blueviolet
80,64,0,saddlebrown
80,64,16,darkolivegreen
80,64,32,darkolivegreen
80,64,48,darkolivegreen
80,64,64,darkslategray
80,64,80,darkslategray
80,64,96,darkslategray
80,64,112,darkslateblue
80,64,128,darkslateblue
80,64,144,darkslateblue
80,64,160,darkslateblue
80,64,176,rebeccapurple
80,64,192,slateblue
80,64,208,slateblue
80,64,224,slateblue
80,64,240,royalblue
80,80,0,darkolivegreen
80,80,16,darkolivegreen
80,80,32,darkolivegreen
80,80,48,darkolivegreen
80,80,64,darkolivegreen
80,80,80,darkslategray
80,80,96,dimgray
80,80,112,darkslateblue
80,80,128,darkslateblue
80,80,144,darkslateblue
80,80,160,darkslateblue
80,80,176,slateblue
80,80,192,slateblue
80,80,208,slateblue
80,80,224,royalblue
80,80,240,royalblue
80,96,0,darkolivegreen
80,96,16,darkolivegreen
80,96,32,darkolivegreen
80,96,48,darkolivegreen
80,96,64,darkolivegreen
80,96,80,darkolivegreen
80,96,96,dimgray
80,96,112,dimgray
80,96,128,dimgray
80,96,144,darkslateblue
80,96,160,steelblue
80,96,176,steelblue
80,96,192,slateblue
80,96,208,royalblue
80,96,224,royalblue
80,96,240,royalblue
80,112,0,darkolivegreen
80,112,16,darkolivegreen
80,112,32,darkolivegreen
80,112,48,darkolivegreen
80,112,64,darkolivegreen
80,112,80,darkolivegreen
80,112,96,dimgray
80,112,112,dimgray
80,112,128,dimgray
80,112,144,slategray
80,112,160,steelblue
80,112,176,steelblue
80,112,192,steelblue
80,112,208,royalblue
80,112,224,royalblue
80,112,240,royalblue
80,128,0,olivedrab
80,128,16,olivedrab
80,128,32,darkolivegreen
80,128,48,darkolivegreen
80,128,64,darkolivegreen
80,128,80,seagreen
80,128,96,dimgray
80,128,112,dimgray
80,128,128,slategray
80,128,144,slategray
80,128,160,steelblue
80,128,176,steelblue
80,128,192,steelblue
80,128,208,steelblue
80,128,224,royalblue
80,128,240,cornflowerblue
80,144,0,olivedrab
80,144,16,olivedrab
80,144,32,olivedrab
80,144,48,olivedrab
80,144,64,olivedrab
80,144,80,seagreen
80,144,96,seagreen
80,144,112,mediumseagreen
80,144,128,cadetblue
80,144,144,cadetblue
80,144,160,cadetblue
80,144,176,steelblue
80,144,192,steelblue
80,144,208,steelblue
80,144,224,cornflowerblue
80,144,240,cornflowerblue
80,160,0,olivedrab
80,160,16,olivedrab
80,160,32,olivedrab
80,160,48,olivedrab
80,160,64,olivedrab
80,160,80,seagreen
80,160,96,mediumseagreen
80,160,112,mediumseagreen
80,160,128,mediumseagreen
80,160,144,cadetblue
80,160,160,cadetblue
80,160,176,cadetblue
80,160,192,steelblue
80,160,208,cornflowerblue
80,160,224,cornflowerblue
80,160,240,cornflowerblue
80,176,0,olivedrab
80,176,16,olivedrab
80,176,32,olivedrab
80,176,48,limegreen
80,176,64,limegreen
80,176,80,mediumseagreen
80,176,96,mediumseagreen
80,176,112,mediumseagreen
80,176,128,mediumseagreen
80,176,144,cadetblue
80,176,160,cadetblue
80,176,176,cadetblue
80,176,192,mediumturquoise
80,176,208,mediumturquoise
80,176,224,cornflowerblue
80,176,240,cornflowerblue
80,192,0,limegreen
80,192,16,limegreen
80,192,32,limegreen
80,192,48,limegreen
80,192,64,limegreen
80,192,80,mediumseagreen
80,192,96,mediumseagreen
80,192,112,mediumseagreen
80,192,128,mediumseagreen
80,192,144,mediumaquamarine
80,192,160,mediumaquamarine
80,192,176,mediumaquamarine
80,192,192,mediumturquoise
80,192,208,mediumturquoise
80,192,224,mediumturquoise
80,192,240,mediumturquoise
80,208,0,limegreen
80,208,16,limegreen
80,208,32,limegreen
80,208,48,limegreen
80,208,64,limegreen
80,208,80,limegreen
80,208,96,mediumseagreen
80,208,112,mediumseagreen
80,208,128,mediumseagreen
80,208,144,mediumaquamarine
80,208,160,mediumaquamarine
80,208,176,mediumaquamarine
80,208,192,mediumturquoise
80,208,208,mediumturquoise
80,208,224,mediumturquoise
80,208,240,mediumturquoise
80,224,0,lawngreen
80,224,16,limegreen
80,224,32,limegreen
80,224,48,limegreen
80,224,64,limegreen
80,224,80,limegreen
80,224,96,mediumseagreen
80,224,112,mediumseagreen
80,224,128,mediumaquamarine
80,224,144,mediumaquamarine
80,224,160,mediumaquamarine
80,224,176,mediumaquamarine
80,224,192,mediumturquoise
80,224,208,turquoise
80,224,224,turquoise
80,224,240,turquoise
80,240,0,lawngreen
80,240,16,lawngreen
80,240,32,limegreen
80,240,48,limegreen
80,240,64,limegreen
80,240,80,limegreen
80,240,96,limegreen
80,240,112,mediumseagreen
80,240,128,mediumaquamarine
80,240,144,mediumaquamarine
80,240,160,mediumaquamarine
80,240,176,turquoise
80,240,192,turquoise
80,240,208,turquoise
80,240,224,turquoise
80,240,240,turquoise
96,0,0,maroon
96,0,16,maroon
96,0,32,maroon
96,0,48,maroon
96,0,64,indigo
96,0,80,indigo
96,0,96,indigo
96,0,112,indigo
96,0,128,indigo
96,0,144,indigo
96,0,160,indigo
96,0,176,indigo
96,0,192,darkviolet
96,0,208,darkviolet
96,0,224,darkviolet
96,0,240,darkviolet
96,16,0,maroon
96,16,16,maroon
96,16,32,maroon
96,16,48,maroon
96,16,64,indigo
96,16,80,indigo
96,16,96,indigo
96,16,112,indigo
96,16,128,indigo
96,16,144,indigo
96,16,160,rebeccapurple
96,16,176,rebeccapurple
96,16,192,rebeccapurple
96,16,208,blueviolet
96,16,224,blueviolet
96,16,240,blueviolet
96,32,0,maroon
96,32,16,maroon
96,32,32,maroon
96,32,48,saddlebrown
96,32,64,darkslategray
96,32,80,indigo
96,32,96,indigo
96,32,112,indigo
96,32,128,rebeccapurple
96,32,144,rebeccapurple
96,32,160,rebeccapurple
96,32,176,rebeccapurple
96,32,192,rebeccapurple
96,32,208,blueviolet
96,32,224,blueviolet
96,32,240,blueviolet
96,48,0,saddlebrown
96,48,16,saddlebrown
96,48,32,saddlebrown
96,48,48,saddlebrown
96,48,64,darkslategray
96,48,80,darkslategray
96,48,96,darkslateblue
96,48,112,darkslateblue
96,48,128,rebeccapurple
96,48,144,rebeccapurple
96,48,160,rebeccapurple
96,48,176,rebeccapurple
96,48,192,rebeccapurple
96,48,208,slateblue
96,48,224,blueviolet
96,48,240,blueviolet
96,64,0,saddlebrown
96,64,16,saddlebrown
96,64,32,saddlebrown
96,64,48,darkolivegreen
96,64,64,darkolivegreen
96,64,80,dimgray
96,64,96,dimgray
96,64,112,darkslateblue
96,64,128,darkslateblue
96,64,144,rebeccapurple
96,64,160,rebeccapurple
96,64,176,rebeccapurple
96,64,192,slateblue
96,64,208,slateblue
96,64,224,slateblue
96,64,240,slateblue
96,80,0,saddlebrown
96,80,16,darkolivegreen
96,80,32,darkolivegreen
96,80,48,darkolivegreen
96,80,64,darkolivegreen
96,80,80,dimgray
96,80,96,dimgray
96,80,112,dimgray
96,80,128,darkslateblue
96,80,144,rebeccapurple
96,80,160,rebeccapurple
96,80,176,slateblue
96,80,192,slateblue
96,80,208,slateblue
96,80,224,slateblue
96,80,240,mediumslateblue
96,96,0,olive
96,96,16,darkolivegreen
96,96,32,darkolivegreen
96,96,48,darkolivegreen
96,96,64,darkolivegreen
96,96,80,dimgray
96,96,96,dimgray
96,96,112,dimgray
96,96,128,dimgray
96,96,144,slategray
96,96,160,slategray
96,96,176,slateblue
96,96,192,slateblue
96,96,208,slateblue
96,96,224,slateblue
96,96,240,mediumslateblue
96,112,0,olive
96,112,16,darkolivegreen
96,112,32,darkolivegreen
96,112,48,darkolivegreen
96,112,64,darkolivegreen
96,112,80,dimgray
96,112,96,dimgray
96,112,112,dimgray
96,112,128,dimgray
96,112,144,slategray
96,112,160,slategray
96,112,176,steelblue
96,112,192,slateblue
96,112,208,slateblue
96,112,224,slateblue
96,112,240,mediumslateblue
96,128,0,olive
96,128,16,olivedrab
96,128,32,olivedrab
96,128,48,olivedrab
96,128,64,darkolivegreen
96,128,80,dimgray
96,128,96,dimgray
96,128,112,dimgray
96,128,128,slategray
96,128,144,slategray
96,128,160,slategray
96,128,176,steelblue
96,128,192,steelblue
96,128,208,cornflowerblue
96,128,224,cornflowerblue
96,128,240,cornflowerblue
96,144,0,olive
96,144,16,olivedrab
96,144,32,olivedrab
96,144,48,olivedrab
96,144,64,olivedrab
96,144,80,olivedrab
96,144,96,dimgray
96,144,112,gray
96,144,128,slategray
96,144,144,cadetblue
96,144,160,cadetblue
96,144,176,cadetblue
96,144,192,steelblue
96,144,208,cornflowerblue
96,144,224,cornflowerblue
96,144,240,cornflowerblue
96,160,0,olivedrab
96,160,16,olivedrab
96,160,32,olivedrab
96,160,48,olivedrab
96,160,64,olivedrab
96,160,80,olivedrab
96,160,96,mediumseagreen
96,160,112,mediumseagreen
96,160,128,cadetblue
96,160,144,cadetblue
96,160,160,cadetblue
96,160,176,cadetblue
96,160,192,cadetblue
96,160,208,cornflowerblue
96,160,224,cornflowerblue
96,160,240,cornflowerblue
96,176,0,olivedrab
96,176,16,olivedrab
96,176,32,olivedrab
96,176,48,olivedrab
96,176,64,olivedrab
96,176,80,mediumseagreen
96,176,96,mediumseagreen
96,176,112,mediumseagreen
96,176,128,cadetblue
96,176,144,cadetblue
96,176,160,cadetblue
96,176,176,cadetblue
96,176,192,cadetblue
96,176,208,cornflowerblue
96,176,224,cornflowerblue
96,176,240,cornflowerblue
96,192,0,olivedrab
96,192,16,olivedrab
96,192,32,limegreen
96,192,48,limegreen
96,192,64,limegreen
96,192,80,mediumseagreen
96,192,96,mediumseagreen
96,192,112,mediumseagreen
96,192,128,mediumseagreen
96,192,144,mediumaquamarine
96,192,160,mediumaquamarine
96,192,176,mediumaquamarine
96,192,192,mediumaquamarine
96,192,208,mediumturquoise
96,192,224,mediumturquoise
96,192,240,skyblue
96,208,0,lawngreen
96,208,16,lawngreen
96,208,32,limegreen
96,208,48,limegreen
96,208,64,limegreen
96,208,80,limegreen
96,208,96,mediumseagreen
96,208,112,mediumseagreen
96,208,128,mediumaquamarine
96,208,144,mediumaquamarine
96,208,160,mediumaquamarine
96,208,176,mediumaquamarine
96,208,192,mediumaquamarine
96,208,208,mediumturquoise
96,208,224,mediumturquoise
96,208,240,skyblue
96,224,0,lawngreen
96,224,16,lawngreen
96,224,32,lawngreen
96,224,48,limegreen
96,224,64,limegreen
96,224,80,limegreen
96,224,96,mediumseagreen
96,224,112,mediumseagreen
96,224,128,mediumaquamarine
96,224,144,mediumaquamarine
96,224,160,mediumaquamarine
96,224,176,mediumaquamarine
96,224,192,mediumaquamarine
96,224,208,mediumturquoise
96,224,224,mediumturquoise
96,224,240,skyblue
96,240,0,lawngreen
96,240,16,lawngreen
96,240,32,lawngreen
96,240,48,lawngreen
96,240,64,limegreen
96,240,80,limegreen
96,240,96,lightgreen
96,240,112,lightgreen
96,240,128,lightgreen
96,240,144,mediumaquamarine
96,240,160,mediumaquamarine
96,240,176,mediumaquamarine
96,240,192,turquoise
96,240,208,aquamarine
96,240,224,aquamarine
96,240,240,aquamarine
112,0,0,maroon
112,0,16,maroon
112,0,32,maroon
112,0,48,maroon
112,0,64,maroon
112,0,80,purple
112,0,96,purple
112,0,112,purple
112,0,128,purple
112,0,144,purple
112,0,160,darkmagenta
112,0,176,darkmagenta
112,0,192,darkviolet
112,0,208,darkviolet
112,0,224,darkviolet
112,0,240,darkviolet
112,16,0,maroon
112,16,16,maroon
112,16,32,maroon
112,16,48,maroon
112,16,64,brown
112,16,80,purple
112,16,96,purple
112,16,112,purple
112,16,128,purple
112,16,144,purple
112,16,160,rebeccapurple
112,16,176,rebeccapurple
112,16,192,darkviolet
112,16,208,darkviolet
112,16,224,blueviolet
112,16,240,blueviolet
112,32,0,maroon
112,32,16,maroon
112,32,32,saddlebrown
112,32,48,saddlebrown
112,32,64,brown
112,32,80,purple
112,32,96,purple
112,32,112,purple
112,32,128,rebeccapurple
112,32,144,rebeccapurple
112,32,160,rebeccapurple
112,32,176,rebeccapurple
112,32,192,blueviolet
112,32,208,blueviolet
112,32,224,blueviolet
112,32,240,blueviolet
112,48,0,saddlebrown
112,48,16,saddlebrown
112,48,32,saddlebrown
112,48,48,saddlebrown
112,48,64,saddlebrown
112,48,80,dimgray
112,48,96,rebeccapurple
112,48,112,rebeccapurple
112,48,128,rebeccapurple
112,48,144,rebeccapurple
112,48,160,rebeccapurple
112,48,176,rebeccapurple
112,48,192,rebeccapurple
112,48,208,blueviolet
112,48,224,blueviolet
112,48,240,blueviolet
112,64,0,saddlebrown
112,64,16,saddlebrown
112,64,32,saddlebrown
112,64,48,saddlebrown
112,64,64,saddlebrown
112,64,80,dimgray
112,64,96,dimgray
112,64,112,dimgray
112,64,128,rebeccapurple
112,64,144,rebeccapurple
112,64,160,rebeccapurple
112,64,176,rebeccapurple
112,64,192,slateblue
112,64,208,slateblue
112,64,224,slateblue
112,64,240,blueviolet
112,80,0,saddlebrown
112,80,16,saddlebrown
112,80,32,saddlebrown
112,80,48,darkolivegreen
112,80,64,darkolivegreen
112,80,80,dimgray
112,80,96,dimgray
112,80,112,dimgray
112,80,128,dimgray
112,80,144,rebeccapurple
112,80,160,rebeccapurple
112,80,176,slateblue
112,80,192,slateblue
112,80,208,slateblue
112,80,224,slateblue
112,80,240,mediumslateblue
112,96,0,olive
112,96,16,saddlebrown
112,96,32,darkolivegreen
112,96,48,darkolivegreen
112,96,64,darkolivegreen
112,96,80,dimgray
112,96,96,dimgray
112,96,112,dimgray
112,96,128,dimgray
112,96,144,slategray
112,96,160,slategray
112,96,176,slateblue
112,96,192,slateblue
112,96,208,slateblue
112,96,224,mediumslateblue
112,96,240,mediumslateblue
112,112,0,olive
112,112,16,olive
112,112,32,olivedrab
112,112,48,darkolivegreen
112,112,64,darkolivegreen
112,112,80,dimgray
112,112,96,dimgray
112,112,112,dimgray
112,112,128,gray
112,112,144,slategray
112,112,160,slategray
112,112,176,lightslategray
112,112,192,slateblue
112,112,208,slateblue
112,112,224,mediumslateblue
112,112,240,mediumslateblue
112,128,0,olive
112,128,16,olive
112,128,32,olivedrab
112,128,48,olivedrab
112,128,64,olivedrab
112,128,80,dimgray
112,128,96,dimgray
112,128,112,gray
112,128,128,gray
112,128,144,slategray
112,128,160,lightslategray
112,128,176,lightslategray
112,128,192,lightslategray
112,128,208,cornflowerblue
112,128,224,cornflowerblue
112,128,240,cornflowerblue
112,144,0,olive
112,144,16,olivedrab
112,144,32,olivedrab
112,144,48,olivedrab
112,144,64,olivedrab
112,144,80,olivedrab
112,144,96,gray
112,144,112,gray
112,144,128,gray
112,144,144,lightslategray
112,144,160,lightslategray
112,144,176,lightslategray
112,144,192,cadetblue
112,144,208,cornflowerblue
112,144,224,cornflowerblue
112,144,240,cornflowerblue
112,160,0,olive
112,160,16,olivedrab
112,160,32,olivedrab
112,160,48,olivedrab
112,160,64,olivedrab
112,160,80,olivedrab
112,160,96,gray
112,160,112,gray
112,160,128,lightslategray
112,160,144,cadetblue
112,160,160,cadetblue
112,160,176,cadetblue
112,160,192,cadetblue
112,160,208,cornflowerblue
112,160,224,cornflowerblue
112,160,240,cornflowerblue
112,176,0,olivedrab
112,176,16,olivedrab
112,176,32,olivedrab
112,176,48,olivedrab
112,176,64,olivedrab
112,176,80,olivedrab
112,176,96,mediumseagreen
112,176,112,darkseagreen
112,176,128,darkseagreen
112,176,144,cadetblue
112,176,160,cadetblue
112,176,176,cadetblue
112,176,192,mediumaquamarine
112,176,208,cornflowerblue
112,176,224,cornflowerblue
112,176,240,cornflowerblue
112,192,0,lawngreen
112,192,16,olivedrab
112,192,32,yellowgreen
112,192,48,yellowgreen
112,192,64,yellowgreen
112,192,80,yellowgreen
112,192,96,mediumseagreen
112,192,112,darkseagreen
112,192,128,darkseagreen
112,192,144,mediumaquamarine
112,192,160,mediumaquamarine
112,192,176,mediumaquamarine
112,192,192,mediumaquamarine
112,192,208,skyblue
112,192,224,skyblue
112,192,240,skyblue
112,208,0,lawngreen
112,208,16,lawngreen
112,208,32,yellowgreen
112,208,48,yellowgreen
112,208,64,yellowgreen
112,208,80,yellowgreen
112,208,96,darkseagreen
112,208,112,darkseagreen
112,208,128,darkseagreen
112,208,144,mediumaquamarine
112,208,160,mediumaquamarine
112,208,176,mediumaquamarine
112,208,192,mediumaquamarine
112,208,208,skyblue
112,208,224,skyblue
112,208,240,skyblue
112,224,0,lawngreen
112,224,16,lawngreen
112,224,32,lawngreen
112,224,48,yellowgreen
112,224,64,yellowgreen
112,224,80,yellowgreen
112,224,96,lightgreen
112,224,112,lightgreen
112,224,128,lightgreen
112,224,144,mediumaquamarine
112,224,160,mediumaquamarine
112,224,176,mediumaquamarine
112,224,192,mediumaquamarine
112,224,208,aquamarine
112,224,224,skyblue
112,224,240,skyblue
112,240,0,lawngreen
112,240,16,lawngreen
112,240,32,lawngreen
112,240,48,lawngreen
112,240,64,yellowgreen
112,240,80,yellowgreen
112,240,96,lightgreen
112,240,112,lightgreen
112,240,128,lightgreen
112,240,144,lightgreen
112,240,160,lightgreen
112,240,176,mediumaquamarine
112,240,192,aquamarine
112,240,208,aquamarine
112,240,224,aquamarine
112,240,240,aquamarine
128,0,0,maroon
128,0,16,maroon
128,0,32,maroon
128,0,48,maroon
128,0,64,brown
128,0,80,purple
128,0,96,purple
128,0,112,purple
128,0,128,purple
128,0,144,darkmagenta
128,0,160,darkmagenta
128,0,176,darkmagenta
128,0,192,darkviolet
128,0,208,darkviolet
128,0,224,darkviolet
128,0,240,darkviolet
128,16,0,maroon
128,16,16,maroon
128,16,32,maroon
128,16,48,brown
128,16,64,brown
128,16,80,purple
128,16,96,purple
128,16,112,purple
128,16,128,purple
128,16,144,darkmagenta
128,16,160,darkmagenta
128,16,176,darkmagenta
128,16,192,darkviolet
128,16,208,darkviolet
128,16,224,darkviolet
128,16,240,blueviolet
128,32,0,maroon
128,32,16,maroon
128,32,32,brown
128,32,48,brown
128,32,64,brown
128,32,80,brown
128,32,96,purple
128,32,112,purple
128,32,128,purple
128,32,144,rebeccapurple
128,32,160,rebeccapurple
128,32,176,rebeccapurple
128,32,192,darkorchid
128,32,208,blueviolet
128,32,224,blueviolet
128,32,240,blueviolet
128,48,0,saddlebrown
128,48,16,saddlebrown
128,48,32,saddlebrown
128,48,48,saddlebrown
128,48,64,brown
128,48,80,brown
128,48,96,purple
128,48,112,rebeccapurple
128,48,128,rebeccapurple
128,48,144,rebeccapurple
128,48,160,rebeccapurple
128,48,176,rebeccapurple
128,48,192,darkorchid
128,48,208,blueviolet
128,48,224,blueviolet
128,48,240,blueviolet
128,64,0,saddlebrown
128,64,16,saddlebrown
128,64,32,saddlebrown
128,64,48,saddlebrown
128,64,64,sienna
128,64,80,sienna
128,64,96,dimgray
128,64,112,dimgray
128,64,128,rebeccapurple
128,64,144,rebeccapurple
128,64,160,rebeccapurple
128,64,176,rebeccapurple
128,64,192,darkorchid
128,64,208,darkorchid
128,64,224,blueviolet
128,64,240,blueviolet
128,80,0,saddlebrown
128,80,16,saddlebrown
128,80,32,saddlebrown
128,80,48,sienna
128,80,64,sienna
128,80,80,dimgray
128,80,96,dimgray
128,80,112,dimgray
128,80,128,dimgray
128,80,144,rebeccapurple
128,80,160,rebeccapurple
128,80,176,slateblue
128,80,192,slateblue
128,80,208,slateblue
128,80,224,mediumslateblue
128,80,240,mediumslateblue
128,96,0,olive
128,96,16,saddlebrown
128,96,32,saddlebrown
128,96,48,sienna
128,96,64,sienna
128,96,80,dimgray
128,96,96,dimgray
128,96,112,dimgray
128,96,128,gray
128,96,144,gray
128,96,160,slategray
128,96,176,slateblue
128,96,192,slateblue
128,96,208,slateblue
128,96,224,mediumslateblue
128,96,240,mediumslateblue
128,112,0,olive
128,112,16,olive
128,112,32,olive
128,112,48,olivedrab
128,112,64,darkolivegreen
128,112,80,dimgray
128,112,96,dimgray
128,112,112,gray
128,112,128,gray
128,112,144,gray
128,112,160,lightslategray
128,112,176,lightslategray
128,112,192,mediumpurple
128,112,208,mediumpurple
128,112,224,mediumslateblue
128,112,240,mediumslateblue
128,128,0,olive
128,128,16,olive
128,128,32,olivedrab
128,128,48,olivedrab
128,128,64,olivedrab
128,128,80,dimgray
128,128,96,gray
128,128,112,gray
128,128,128,gray
128,128,144,lightslategray
128,128,160,lightslategray
128,128,176,lightslategray
128,128,192,mediumpurple
128,128,208,mediumpurple
128,128,224,mediumpurple
128,128,240,mediumslateblue
128,144,0,olive
128,144,16,olive
128,144,32,olivedrab
128,144,48,olivedrab
128,144,64,olivedrab
128,144,80,olivedrab
128,144,96,gray
128,144,112,gray
128,144,128,gray
128,144,144,lightslategray
128,144,160,lightslategray
128,144,176,lightslategray
128,144,192,lightslategray
128,144,208,mediumpurple
128,144,224,cornflowerblue
128,144,240,cornflowerblue
128,160,0,olive
128,160,16,olivedrab
128,160,32,olivedrab
128,160,48,olivedrab
128,160,64,olivedrab
128,160,80,olivedrab
128,160,96,gray
128,160,112,gray
128,160,128,gray
128,160,144,lightslategray
128,160,160,lightslategray
128,160,176,lightslategray
128,160,192,cadetblue
128,160,208,cornflowerblue
128,160,224,cornflowerblue
128,160,240,cornflowerblue
128,176,0,olive
128,176,16,olivedrab
128,176,32,olivedrab
128,176,48,yellowgreen
128,176,64,yellowgreen
128,176,80,yellowgreen
128,176,96,darkseagreen
128,176,112,darkseagreen
128,176,128,darkseagreen
128,176,144,darkseagreen
128,176,160,darkseagreen
128,176,176,darkseagreen
128,176,192,mediumaquamarine
128,176,208,skyblue
128,176,224,skyblue
128,176,240,skyblue
128,192,0,yellowgreen
128,192,16,yellowgreen
128,192,32,yellowgreen
128,192,48,yellowgreen
128,192,64,yellowgreen
128,192,80,yellowgreen
128,192,96,darkseagreen
128,192,112,darkseagreen
128,192,128,darkseagreen
128,192,144,darkseagreen
128,192,160,darkseagreen
128,192,176,mediumaquamarine
128,192,192,mediumaquamarine
128,192,208,skyblue
128,192,224,skyblue
128,192,240,skyblue
128,208,0,lawngreen
128,208,16,yellowgreen
128,208,32,yellowgreen
128,208,48,yellowgreen
128,208,64,yellowgreen
128,208,80,yellowgreen
128,208,96,yellowgreen
128,208,112,darkseagreen
128,208,128,darkseagreen
128,208,144,darkseagreen
128,208,160,mediumaquamarine
128,208,176,mediumaquamarine
128,208,192,mediumaquamarine
128,208,208,skyblue
128,208,224,skyblue
128,208,240,skyblue
128,224,0,lawngreen
128,224,16,lawngreen
128,224,32,yellowgreen
128,224,48,yellowgreen
128,224,64,yellowgreen
128,224,80,yellowgreen
128,224,96,lightgreen
128,224,112,lightgreen
128,224,128,lightgreen
128,224,144,lightgreen
128,224,160,lightgreen
128,224,176,mediumaquamarine
128,224,192,aquamarine
128,224,208,aquamarine
128,224,224,skyblue
128,224,240,skyblue
128,240,0,lawngreen
128,240,16,lawngreen
128,240,32,lawngreen
128,240,48,yellowgreen
128,240,64,yellowgreen
128,240,80,yellowgreen
128,240,96,lightgreen
128,240,112,lightgreen
128,240,128,lightgreen
128,240,144,lightgreen
128,240,160,lightgreen
128,240,176,palegreen
128,240,192,aquamarine
128,240,208,aquamarine
128,240,224,aquamarine
128,240,240,aquamarine
144,0,0,darkred
144,0,16,darkred
144,0,32,darkred
144,0,48,brown
144,0,64,brown
144,0,80,purple
144,0,96,purple
144,0,112,purple
144,0,128,darkmagenta
144,0,144,darkmagenta
144,0,160,darkmagenta
144,0,176,darkviolet
144,0,192,darkviolet
144,0,208,darkviolet
144,0,224,darkviolet
144,0,240,darkviolet
144,16,0,darkred
144,16,16,darkred
144,16,32,brown
144,16,48,brown
144,16,64,brown
144,16,80,brown
144,16,96,purple
144,16,112,purple
144,16,128,darkmagenta
144,16,144,darkmagenta
144,16,160,darkmagenta
144,16,176,darkviolet
144,16,192,darkviolet
144,16,208,darkviolet
144,16,224,darkviolet
144,16,240,blueviolet
144,32,0,darkred
144,32,16,brown
144,32,32,brown
144,32,48,brown
144,32,64,brown
144,32,80,brown
144,32,96,purple
144,32,112,purple
144,32,128,darkmagenta
144,32,144,darkmagenta
144,32,160,darkmagenta
144,32,176,darkorchid
144,32,192,darkorchid
144,32,208,darkorchid
144,32,224,blueviolet
144,32,240,blueviolet
144,48,0,saddlebrown
144,48,16,saddlebrown
144,48,32,brown
144,48,48,brown
144,48,64,brown
144,48,80,brown
144,48,96,brown
144,48,112,purple
144,48,128,rebeccapurple
144,48,144,rebeccapurple
144,48,160,rebeccapurple
144,48,176,darkorchid
144,48,192,darkorchid
144,48,208,darkorchid
144,48,224,blueviolet
